model_id,description,tags,downloads,likes,language
stabilityai/stable-diffusion-2-inpainting,image-to-image,"diffusers, safetensors, stable-diffusion, arxiv:2112.10752, arxiv:2202.00512, arxiv:1910.09700, license:openrail++, diffusers:StableDiffusionInpaintPipeline, region:us",223987,558,unknown
stabilityai/stable-diffusion-x4-upscaler,,"diffusers, safetensors, stable-diffusion, arxiv:2112.10752, arxiv:2202.00512, arxiv:1910.09700, license:openrail++, diffusers:StableDiffusionUpscalePipeline, region:us",28869,692,unknown
WarriorMama777/OrangeMixs,text-to-image,"diffusers, stable-diffusion, text-to-image, dataset:Nerfgun3/bad_prompt, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",1199,3828,unknown
dreamlike-art/dreamlike-diffusion-1.0,text-to-image,"diffusers, safetensors, stable-diffusion, stable-diffusion-diffusers, text-to-image, art, artistic, en, license:other, autotrain_compatible, diffusers:StableDiffusionPipeline, region:us",11753,1021,unknown
lj1995/VoiceConversionWebUI,,"onnx, license:mit, region:us",0,1077,unknown
2vXpSwA7/iroiro-lora,,"license:creativeml-openrail-m, region:us",0,629,unknown
microsoft/BioGPT-Large-PubMedQA,text-generation,"transformers, pytorch, biogpt, text-generation, medical, en, dataset:pubmed_qa, license:mit, autotrain_compatible, endpoints_compatible, region:us",2272,113,unknown
Salesforce/blip2-opt-2.7b,image-text-to-text,"transformers, pytorch, safetensors, blip-2, visual-question-answering, vision, image-to-text, image-captioning, image-text-to-text, en, arxiv:2301.12597, license:mit, endpoints_compatible, region:us",895283,360,unknown
ddobokki/ko-trocr,image-to-text,"transformers, pytorch, safetensors, vision-encoder-decoder, image-text-to-text, ocr, image-to-text, ko, license:apache-2.0, endpoints_compatible, region:us",1385,28,unknown
lllyasviel/Annotators,,"license:other, region:us",0,342,unknown
beomi/KoAlpaca-Polyglot-5.8B,text-generation,"transformers, pytorch, safetensors, gpt_neox, text-generation, generated_from_trainer, polyglot-ko, gpt-neox, KoAlpaca, ko, dataset:KoAlpaca-v1.1b, base_model:EleutherAI/polyglot-ko-5.8b, base_model:finetune:EleutherAI/polyglot-ko-5.8b, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",9479,64,unknown
Nahrawy/AIorNot,image-classification,"transformers, pytorch, swin, image-classification, generative ai, classification, en, dataset:competitions/aiornot, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",5447,11,unknown
medicalai/ClinicalBERT,fill-mask,"transformers, pytorch, distilbert, fill-mask, medical, autotrain_compatible, endpoints_compatible, region:us",185786,238,unknown
facebook/fasttext-th-vectors,feature-extraction,"fasttext, feature-extraction, th, arxiv:1607.04606, arxiv:1802.06893, arxiv:1607.01759, arxiv:1612.03651, license:cc-by-sa-3.0, region:us",81,2,unknown
ShilongLiu/GroundingDINO,,"detection, open-world, open-set, en, dataset:detection-datasets/coco, dataset:conceptual_captions, arxiv:2303.05499, license:apache-2.0, region:us",0,146,unknown
bigcode/starpii,token-classification,"transformers, pytorch, bert, token-classification, code, dataset:bigcode/pii-annotated-toloka-donwsample-emails, dataset:bigcode/pseudo-labeled-python-data-pii-detection-filtered, arxiv:2301.03988, autotrain_compatible, endpoints_compatible, region:us",185,120,unknown
bigcode/starcoder,text-generation,"transformers, pytorch, safetensors, gpt_bigcode, text-generation, code, dataset:bigcode/the-stack-dedup, arxiv:1911.02150, arxiv:2205.14135, arxiv:2207.14255, arxiv:2305.06161, license:bigcode-openrail-m, model-index, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",12773,2875,unknown
ghoskno/Color-Canny-Controlnet-model,image-to-image,"diffusers, jax-diffusers-event, image-to-image, en, dataset:laion/laion-art, base_model:runwayml/stable-diffusion-v1-5, base_model:finetune:runwayml/stable-diffusion-v1-5, license:apache-2.0, region:us",75,44,unknown
gsdf/Counterfeit-V3.0,text-to-image,"stable-diffusion, stable-diffusion-diffusers, text-to-image, license:creativeml-openrail-m, region:us",0,531,unknown
mosaicml/mpt-7b-storywriter,text-generation,"transformers, pytorch, mpt, text-generation, Composer, MosaicML, llm-foundry, custom_code, dataset:the_pile_books3, arxiv:2108.12409, arxiv:2205.14135, arxiv:2302.06675, license:apache-2.0, autotrain_compatible, text-generation-inference, region:us",690,833,unknown
TheBloke/WizardLM-7B-uncensored-GPTQ,text-generation,"transformers, safetensors, llama, text-generation, uncensored, dataset:ehartford/WizardLM_alpaca_evol_instruct_70k_unfiltered, base_model:cognitivecomputations/WizardLM-7B-Uncensored, base_model:quantized:cognitivecomputations/WizardLM-7B-Uncensored, license:other, autotrain_compatible, text-generation-inference, 4-bit, gptq, region:us",468,195,unknown
cognitivecomputations/WizardLM-13B-Uncensored,text-generation,"transformers, pytorch, llama, text-generation, uncensored, dataset:ehartford/WizardLM_alpaca_evol_instruct_70k_unfiltered, license:other, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",498,594,unknown
cognitivecomputations/Wizard-Vicuna-13B-Uncensored,text-generation,"transformers, pytorch, llama, text-generation, uncensored, en, dataset:ehartford/wizard_vicuna_70k_unfiltered, license:other, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",447,301,unknown
cognitivecomputations/Wizard-Vicuna-7B-Uncensored,text-generation,"transformers, pytorch, llama, text-generation, uncensored, en, dataset:ehartford/wizard_vicuna_70k_unfiltered, license:other, model-index, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",996,100,unknown
intfloat/e5-large-v2,sentence-similarity,"sentence-transformers, pytorch, onnx, safetensors, openvino, bert, mteb, Sentence Transformers, sentence-similarity, en, arxiv:2212.03533, arxiv:2104.08663, arxiv:2210.07316, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",1517468,248,unknown
facebook/mms-1b-all,automatic-speech-recognition,"transformers, pytorch, safetensors, wav2vec2, automatic-speech-recognition, mms, ab, af, ak, am, ar, as, av, ay, az, ba, bm, be, bn, bi, bo, sh, br, bg, ca, cs, ce, cv, ku, cy, da, de, dv, dz, el, en, eo, et, eu, ee, fo, fa, fj, fi, fr, fy, ff, ga, gl, gn, gu, zh, ht, ha, he, hi, hu, hy, ig, ia, ms, is, it, jv, ja, kn, ka, kk, kr, km, ki, rw, ky, ko, kv, lo, la, lv, ln, lt, lb, lg, mh, ml, mr, mk, mg, mt, mn, mi, my, nl, no, ne, ny, oc, om, or, os, pa, pl, pt, ps, qu, ro, rn, ru, sg, sk, sl, sm, sn, sd, so, es, sq, su, sv, sw, ta, tt, te, tg, tl, th, ti, ts, tr, uk, vi, wo, xh, yo, zu, za, dataset:google/fleurs, arxiv:2305.13516, license:cc-by-nc-4.0, endpoints_compatible, region:us",40127,140,unknown
facebook/mms-tts,text-to-speech,"mms, vits, text-to-speech, arxiv:2305.13516, license:cc-by-nc-4.0, region:us",0,163,unknown
facebook/musicgen-melody,text-to-audio,"transformers, safetensors, musicgen_melody, text-to-audio, musicgen, arxiv:2306.05284, license:cc-by-nc-4.0, region:us",3626,217,unknown
facebook/musicgen-medium,text-to-audio,"transformers, pytorch, musicgen, text-to-audio, arxiv:2306.05284, license:cc-by-nc-4.0, endpoints_compatible, region:us",1459522,120,unknown
facebook/musicgen-large,text-to-audio,"transformers, pytorch, musicgen, text-to-audio, arxiv:2306.05284, license:cc-by-nc-4.0, endpoints_compatible, region:us",4903,449,unknown
intfloat/multilingual-e5-small,sentence-similarity,"sentence-transformers, pytorch, onnx, safetensors, openvino, bert, mteb, Sentence Transformers, sentence-similarity, multilingual, af, am, ar, as, az, be, bg, bn, br, bs, ca, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fr, fy, ga, gd, gl, gu, ha, he, hi, hr, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lo, lt, lv, mg, mk, ml, mn, mr, ms, my, ne, nl, no, om, or, pa, pl, ps, pt, ro, ru, sa, sd, si, sk, sl, so, sq, sr, su, sv, sw, ta, te, th, tl, tr, ug, uk, ur, uz, vi, xh, yi, zh, arxiv:2402.05672, arxiv:2108.08787, arxiv:2104.08663, arxiv:2210.07316, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",4332283,200,unknown
google/umt5-xxl,text2text-generation,"transformers, pytorch, text2text-generation, multilingual, af, am, ar, az, be, bg, bn, ca, ceb, co, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fil, fr, fy, ga, gd, gl, gu, ha, haw, hi, hmn, ht, hu, hy, ig, is, it, iw, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lb, lo, lt, lv, mg, mi, mk, ml, mn, mr, ms, mt, my, ne, nl, no, ny, pa, pl, ps, pt, ro, ru, sd, si, sk, sl, sm, sn, so, sq, sr, st, su, sv, sw, ta, te, tg, th, tr, uk, und, ur, uz, vi, xh, yi, yo, zh, zu, dataset:mc4, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",4610,33,unknown
openai/shap-e,text-to-3d,"diffusers, text-to-image, shap-e, text-to-3d, arxiv:2305.02463, license:mit, diffusers:ShapEPipeline, region:us",6403,235,unknown
meta-llama/Llama-2-7b-chat,text-generation,"facebook, meta, pytorch, llama, llama-2, text-generation, en, arxiv:2307.09288, license:llama2, region:us",0,590,unknown
facebook/dinov2-base,image-feature-extraction,"transformers, pytorch, safetensors, dinov2, image-feature-extraction, dino, vision, arxiv:2304.07193, license:apache-2.0, region:us",1773653,127,unknown
NousResearch/Llama-2-7b-hf,text-generation,"transformers, pytorch, safetensors, llama, text-generation, facebook, meta, llama-2, en, autotrain_compatible, text-generation-inference, region:us",117493,155,unknown
stabilityai/stable-diffusion-xl-refiner-1.0,image-to-image,"diffusers, safetensors, stable-diffusion, image-to-image, arxiv:2307.01952, arxiv:2211.01324, arxiv:2108.01073, arxiv:2112.10752, license:openrail++, diffusers:StableDiffusionXLImg2ImgPipeline, region:us",1086474,1882,unknown
thenlper/gte-large,sentence-similarity,"sentence-transformers, pytorch, onnx, safetensors, openvino, bert, mteb, sentence-similarity, Sentence Transformers, en, arxiv:2308.03281, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",1664117,278,unknown
diffusers/controlnet-canny-sdxl-1.0,text-to-image,"diffusers, safetensors, stable-diffusion-xl, stable-diffusion-xl-diffusers, text-to-image, base_model:runwayml/stable-diffusion-v1-5, base_model:finetune:runwayml/stable-diffusion-v1-5, license:openrail++, region:us",12331,503,unknown
BAAI/bge-large-zh,feature-extraction,"transformers, pytorch, safetensors, bert, feature-extraction, zh, arxiv:2310.07554, arxiv:2309.07597, license:mit, text-embeddings-inference, endpoints_compatible, region:us",58524,328,unknown
TheLastBen/Papercut_SDXL,text-to-image,"diffusers, text-to-image, stable-diffusion, lora, base_model:stabilityai/stable-diffusion-xl-base-1.0, base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0, license:creativeml-openrail-m, region:us",727,68,unknown
city96/SD-Latent-Upscaler,,"license:apache-2.0, region:us",0,12,unknown
skytnt/midi-model,,"transformers, pytorch, onnx, safetensors, midi_model, music, midi, music generation, midi generation, dataset:projectlosangeles/Los-Angeles-MIDI-Dataset, license:apache-2.0, endpoints_compatible, region:us",261,35,unknown
diffusers/stable-diffusion-xl-1.0-inpainting-0.1,text-to-image,"diffusers, safetensors, stable-diffusion-xl, stable-diffusion-xl-diffusers, text-to-image, inpainting, arxiv:2112.10752, base_model:stabilityai/stable-diffusion-xl-base-1.0, base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0, license:openrail++, diffusers:StableDiffusionXLInpaintPipeline, region:us",607155,334,unknown
BAAI/bge-reranker-base,text-classification,"sentence-transformers, pytorch, onnx, safetensors, xlm-roberta, mteb, text-embeddings-inference, text-classification, en, zh, arxiv:2401.03462, arxiv:2312.15503, arxiv:2311.13534, arxiv:2310.07554, arxiv:2309.07597, license:mit, model-index, region:us",1154234,187,unknown
BAAI/bge-small-en-v1.5,feature-extraction,"sentence-transformers, pytorch, onnx, safetensors, bert, feature-extraction, sentence-similarity, transformers, mteb, en, arxiv:2401.03462, arxiv:2312.15503, arxiv:2311.13534, arxiv:2310.07554, arxiv:2309.07597, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",3463777,311,unknown
AdaptLLM/finance-LLM,text-generation,"transformers, pytorch, safetensors, llama, text-generation, finance, en, dataset:Open-Orca/OpenOrca, dataset:GAIR/lima, dataset:WizardLM/WizardLM_evol_instruct_V2_196k, arxiv:2309.09530, arxiv:2411.19930, arxiv:2406.14491, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",674,133,unknown
pyannote/speaker-diarization-3.0,automatic-speech-recognition,"pyannote-audio, pyannote, pyannote-audio-pipeline, audio, voice, speech, speaker, speaker-diarization, speaker-change-detection, voice-activity-detection, overlapped-speech-detection, automatic-speech-recognition, arxiv:2111.14448, arxiv:2012.01477, license:mit, region:us",465790,187,unknown
lgaalves/gpt1,text-generation,"transformers, pytorch, safetensors, openai-gpt, text-generation, en, arxiv:1705.11168, arxiv:1803.02324, arxiv:1910.09700, license:mit, autotrain_compatible, endpoints_compatible, region:us",205,5,unknown
BVRA/MegaDescriptor-L-384,image-classification,"wildlife-datasets, pytorch, image-classification, ecology, animals, re-identification, arxiv:2103.14030, arxiv:2304.07193, license:cc-by-nc-4.0, region:us",5883,9,unknown
liuhaotian/llava-v1.5-7b,image-text-to-text,"transformers, pytorch, llava, text-generation, image-text-to-text, autotrain_compatible, region:us",1228737,449,unknown
smp111/terrain_recognition,image-classification,"transformers, pytorch, tensorboard, vit, image-classification, huggingpics, model-index, autotrain_compatible, endpoints_compatible, region:us",68,2,unknown
facebook/musicgen-stereo-large,text-to-audio,"transformers, pytorch, safetensors, musicgen, text-to-audio, audiocraft, arxiv:2306.05284, license:cc-by-nc-4.0, endpoints_compatible, region:us",340,76,unknown
XpucT/Deliberate,,region:us,0,473,unknown
deepseek-ai/deepseek-coder-33b-instruct,text-generation,"transformers, pytorch, safetensors, llama, text-generation, conversational, license:other, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",8905,511,unknown
thenlper/gte-large-zh,sentence-similarity,"sentence-transformers, pytorch, safetensors, bert, mteb, sentence-similarity, Sentence Transformers, en, arxiv:2308.03281, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",4771,110,unknown
stabilityai/stable-video-diffusion-img2vid,image-to-video,"diffusers, safetensors, image-to-video, license:other, diffusers:StableVideoDiffusionPipeline, region:us",92207,914,unknown
Systran/faster-whisper-base,automatic-speech-recognition,"ctranslate2, audio, automatic-speech-recognition, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, license:mit, region:us",939457,14,unknown
stabilityai/sdxl-turbo,text-to-image,"diffusers, onnx, safetensors, text-to-image, license:other, autotrain_compatible, diffusers:StableDiffusionXLPipeline, region:us",324347,2387,unknown
deepseek-ai/deepseek-llm-7b-chat,text-generation,"transformers, pytorch, llama, text-generation, conversational, license:other, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",119305,171,unknown
TheBloke/deepseek-llm-67b-chat-GGUF,,"transformers, gguf, deepseek, base_model:deepseek-ai/deepseek-llm-67b-chat, base_model:quantized:deepseek-ai/deepseek-llm-67b-chat, license:other, region:us, conversational",3121,42,unknown
bigcode/starcoder2-3b,text-generation,"transformers, safetensors, starcoder2, text-generation, code, dataset:bigcode/the-stack-v2-train, arxiv:2305.13245, arxiv:2205.14135, arxiv:2004.05150, arxiv:2207.14255, arxiv:2402.19173, license:bigcode-openrail-m, model-index, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",215290,180,unknown
m-a-p/ChatMusician,text-generation,"transformers, pytorch, safetensors, llama, text-generation, en, arxiv:2402.16153, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",435,137,unknown
mistralai/Mixtral-8x7B-v0.1,text-generation,"transformers, safetensors, mixtral, text-generation, moe, fr, it, de, es, en, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",46777,1710,unknown
meta-llama/LlamaGuard-7b,text-generation,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-2, conversational, en, arxiv:2307.09288, arxiv:2312.04724, license:llama2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",650775,232,unknown
stabilityai/stable-zero123,text-to-3d,"3d, text-to-3d, dataset:allenai/objaverse, license:other, region:us",0,710,unknown
TheBloke/Mistral-7B-Instruct-v0.2-GGUF,text-generation,"transformers, gguf, mistral, finetuned, text-generation, arxiv:2310.06825, base_model:mistralai/Mistral-7B-Instruct-v0.2, base_model:quantized:mistralai/Mistral-7B-Instruct-v0.2, license:apache-2.0, region:us, conversational",93774,431,unknown
TheBloke/phi-2-GGUF,text-generation,"transformers, gguf, phi-msft, nlp, code, text-generation, en, base_model:microsoft/phi-2, base_model:quantized:microsoft/phi-2, license:other, region:us",35585342,207,unknown
